Q221310,Anggun C. Sasmi,penyanyi-penulis lagu Indonesia-Prancis 
Q7793854,Thomas Sebastian,Indonesian model
Q7911640,Valiant Budi Yogi,writer
Q11201626,Deasy Novianti,Indonesian presenter
Q12102245,Dra Nining Suningsih Rochadiat,
Q12470521,Aban Sobandi,Indonesian association football player (1943-2007)
Q12470742,Adithya Nugraha,
Q12470903,Agatha Chelsea,penyanyi dan pemeran perempuan asal Indonesia
Q12471159,Ajat Sudrajat,Indonesian association football player
Q12471171,Aji Nurpijal,Indonesian association football player
Q12471430,Aldin Pratama,pemeran laki-laki asal Indonesia
Q12471809,Amilia Agustin,aktivis lingkungan asal Indonesia
Q12482303,Eet Sjahranie,Indonesian musician
Q12482314,Egidia Sawitri,"Peragawati, model, dan aktris Indonesia"
Q12482328,Eka Dimitri Sitorus,Indonesian artist
Q12482404,Elly Sunarya,Indonesian singer
Q12482479,Enda Nasution,
Q12482567,Ernawan Natasaputra,politisi
Q12482693,Faby Marcelia,pemeran perempuan asal Indonesia
Q12484097,Ghea Dahliana Oktarin,Indonesian musician
Q12485057,Hafidin Royan,aktivis Reformasi 1998
Q12485232,Happy Bone Zulkarnaen,politisi Indonesia
Q12485346,Harry Panca,pemeran laki-laki asal Indonesia
Q12485353,Harsja W. Bachtiar,Indonesian historian (1934-1995)
Q12485417,Hassan Sanusi,pemeran laki-laki asal Indonesia
Q12485561,Henky Solaiman,pemeran laki-laki asal Indonesia
Q12485574,Herdin Hidayat,pemeran laki-laki asal Indonesia
Q12485585,Herlin Widhaswara,Indonesian singer
Q12486277,Iin Parlina,Indonesian musician
Q12486323,Ilham Anas,Indonesian journalist
Q12486384,Iman Faturohman,Indonesian association football player
Q12486475,Indira Abidin,pebisnis Indonesia
Q12486750,Ira Riswana,pemeran perempuan asal Indonesia
Q12486783,Irwan Wijasmara,Indonesian association football player
Q12486856,Iszur Muchtar,pemeran laki-laki asal Indonesia
Q12488080,Josaphat Tetuko Sri Sumantyo,
Q12490421,Keira Shabira,pemeran perempuan asal Indonesia
Q12492593,Kris Anjar,pemeran laki-laki asal Indonesia
Q12492612,Krisyanto,Indonesian singer
Q12494514,Lenny Marlina,pemeran perempuan asal Indonesia
Q12494533,Leona Dwi Agustine,Pemeran perempuan asal Indonesia
Q12494749,Lia Mahariza,pembawa acara berita Indonesia
Q12494912,Lin Che Wei,pengusaha Indonesia
Q12495004,Lita Zein,Indonesian singer
Q12495072,Loemongga,Indonesian model
Q12495493,Lucky Resha,pemeran perempuan asal Indonesia
Q12495549,Lukita Dinarsyah Tuwo,Indonesian politician (born 1961)
Q12497897,Mel Shandy,Indonesian singer
Q12498476,Michael Dharmawan Ruslim,
Q12498499,Miea Kusuma,pemeran perempuan asal Indonesia
Q12499297,Muchamad Ahadiyat,Indonesian musician
Q12499366,Muhammad Iqbal (The Changcuters),Gitaris Musik THE CHANGCUTERS
Q12500017,Nandar Iskandar,Indonesian association football player
Q12500075,Nanien Sudiar,pemeran perempuan asal Indonesia
Q12500184,Natasha Dewanti,pemeran perempuan asal Indonesia
Q12500725,Nico Siahaan,pemeran laki-laki asal Indonesia
Q12500790,Nira Diana,Indonesian singer
Q12500802,Nita Thalia,penyanyi Indonesia
Q12501027,Nurina Permata Putri,pemeran perempuan asal Indonesia
Q12502555,Pandji Wisaksana,
Q12506310,Prabu Revolusi,pembawa acara Indonesia
Q12506579,Puadin Redi,pemeran laki-laki asal Indonesia
Q12508465,Renny Umari,pemeran perempuan asal Indonesia
Q12508572,Rian Ibram,aktor Indonesia
Q12508597,Richie Setiawan,penyanyi Indonesia
Q12508754,Ritta Rubby Hartland,Indonesian singer
Q12512068,Sania,penyanyi indonesia
Q12486749,Ira Pengesti Haryono,Indonesian singer
Q12499507,Mulyoto Pangestu,
Q108906803,Damas Damar Jati,Indonesian footballer
Q108906809,Kartika Vedhayanto,Indonesian footballer
Q109680502,Aqsha Saniskara,Indonesian footballer
Q110040205,Shania Hamdun,model Indonesia
Q110102932,Emir Hermono,disjoki dan produser musik indonesia
Q110717173,Syarif Wijianto,Indonesian footballer
Q111442191,Rakasurya Handika,Indonesian football player
Q114074701,Ridya Aulia Fatasya,Indonesian badminton player
Q97222046,Lana Soelistianingsih,ekonom dan akademisi perempuan Indonesia
Q97306828,Iwan Dwiprahasto,"dokter, wakil rektor, dosen, dan guru besar Indonesia"
Q97373494,Imron Anwari,
Q97455341,Clarissa Goenawan,"novelis dan penulis asal Surabaya, Indonesia"
Q97587313,Agung Wicaksono,pengajar Indonesia
Q98080782,Budi Hermawan,Indonesian police officer
Q98115304,Ade Safri Simanjuntak,Indonesian police officer
Q98278103,Yulia Citra,penyanyi perempuan asal Indonesia
Q99636574,Peter Handoyo,Indonesian tennis player
Q99932088,Davidson Laksono Lim,"Indonesian model, interior designer and disability rights activist"
Q104673316,Pungky Purnomo Wibowo,Indonesian economist and banker
Q105718469,Q105718469,
Q105728163,Ernest George van Geuns,Resistance fighter in World War II
Q105836498,Henri Johan Lublink Weddik,Military officer
Q105856771,Henri Mari Vis,Military officer (1870-1899)
Q105964793,Naufal Ho,pemeran laki-laki asal Indonesia
Q106152641,Richard Dunki Jacobs,Military officer (1916-2003)
Q106468952,Anton Bangert,Military officer (1859-1929)
Q106505411,Frits Mollinger,Military officer (1899-1980)
Q106654890,Barend van Steenbergen,Military officer (1909-1940)
Q106909201,Dono Pradana,pelawak tunggal Indonesia
Q107579228,Melisa Hartanto,penyanyi asal Indonesia
Q108267816,Franciscus Baudoin,Military officer in the Netherlands Indies
Q108414954,Arizky Wahyu Satria,Indonesian footballer
Q108473882,Louis Coenraad Ouwerling,Civil servant in the Netherlands Indies (1871-1940)
Q108813796,Nadia Tjoa,model Indonesia
Q108865834,Johan Valentin Leonard Opperman,Military officer in the Netherlands Indies
Q12471802,Amelia Ardan,
Q12482641,Eva Asmarani,pemeran perempuan asal Indonesia
Q12485557,Henidar Amroe,pemeran perempuan asal Indonesia
Q12508814,Roebiono Kertopati,Indonesian military personnel
Q16176095,Engkon Komara,
Q16187764,Kholis Malik,politikus
Q17411475,Sunaryo Kartadinata,
Q17411548,Tri Tamtomo,political candidate (from Kota Jakarta Selatan; district Sumut III in 2009)
Q18218456,Ujang Solikhin,seorang Prajurit TNI Angkatan Darat yang dikenal sebab pengabdiannya dalam lingkungan hidup.
Q19729770,Ninih Muthmainnah,
Q20278393,Elih Sudiapermana,
Q20426478,Furqon,
Q25463506,Johar Permana,
Q25467008,Lutfi Lubihanto,
Q25469246,Endang Soetari Ad,
Q25469564,Iwa Karniwa,pegawai di Pemerintah Provinsi Jawa Barat
Q47361527,Hasan Mustofa,"Tokoh agama dari Cisarua, Bogor"
Q56391422,Surahman Hidayat,Indonesian politician
Q85850589,Itoc Tochija,Wali Kota Cimahi ke-1
Q97590724,Bambang Sutrisno,politisi asal Indonesia
Q16162317,Abdul Hamid Wahid,politisi Indonesia
Q16175592,Edi Subekti,
Q16188394,M Buchori,
Q17410559,Guguk Handayani,
Q17411140,Rukmini Buchori,politisi Indonesia
Q20426503,Hasan Mutawakkil 'Alallah,
Q25464083,Hasan Aminuddin,Indonesian politician
Q27524863,Mohamad Ervan,chess player
Q28354435,Widyatmiko Nugroho,
Q30604402,Baroto Sardadi,
Q56399440,Tosari Widjaja,1940-
Q66141910,Eugenia Cornelia Lekkerkerker,
Q85995349,Yuri Elias Mamahi,
Q107697760,Johannes Jacobus Oudemans,Naval officer (1866-1946)
Q108552634,George Antonius Marinus Meijer,Civil servant in the Netherlands Indies
Q112078791,Jacob Korff,Royal Dutch East Indies Army personel
Q1556846,Gustiani Megawati,pemain bulu tangkis asal Indonesia
Q2149414,Johan Paul van der Stok,
Q12485547,Hendriawan Sie,aktivis Reformasi 1998
Q12487790,Jennifer Arnelita,pemeran perempuan asal Indonesia
Q12497961,Melvy Noviza,pemeran perempuan asal Indonesia
Q12508728,Ririn Ekawati,pemeran perempuan asal Indonesia
Q16172101,Maya Caroline,pemeran perempuan asal Indonesia
Q16178376,Ginatri S. Noer,"penulis skenario, produser, dan sutradara asal Indonesia"
Q16183381,Iqbal Farabi,Indonesian politician (born 1978 in Balikpapan)
Q17410479,Devi Ivonne,Indonesian actress
Q17411600,Topan Amrullah,politikus
Q17411638,Vinessa Ladiatry Lileka,pemeran perempuan asal Indonesia
Q17998388,Asmah Gani,
Q18421439,Sumaisy Djaitov Yanda,pemeran laki-laki asal Indonesia
Q19745885,Heru Djojo Adhiningrat,
Q19751242,Aggy Tjetje,political candidate (from Kota Jakarta Pusat; district DKI III in 2009)
Q19798837,Ichsan Dhanny,Comedian
Q19944479,Valentino,pemeran laki-laki asal Indonesia
Q25464762,Taufik G. Asbi,
Q25466175,Grezia Epiphania,Penyanyi
Q25468806,Mei Mahatthir Gamayel,
Q25469565,Rahmad Mas'ud,
Q25469893,Ignatius Wahyu Anggono,
Q49250865,Aldyna,
Q56391882,Dita Faisal,
Q56399342,Erwin Buana Utama,
Q56399765,Andi Burhanuddin Solong,
Q61118413,Abdul Gafur Mas'ud,politikus Indonesia
Q61119235,Syafruddin Pernyata,
Q65204316,Dedy Murti Haryadi,polisi asal Indonesia
Q65342996,Widari,Indonesian powerlifter
Q96755761,Rory Hie,Indonesian golfer
Q101002279,Mifathul Ikhsan,Indonesian footballer
Q106879378,Ben Dhanio,pelawak tunggal Indonesia
Q111003433,Ilhamsyah,Indonesian footballer
Q12512163,Sarah Farahdiba,Indonesian singer
Q12514099,Sheila Dara Aisha,pemeran perempuan asal Indonesia
Q12516383,Steven Yoswara,Indonesian model
Q12520050,Tasha Said,pemeran perempuan asal Indonesia
Q12520111,Taufik Imansyah,Indonesian news reader
Q12522832,Tuty S,pemeran perempuan asal Indonesia
Q12523555,Us Us,pemeran laki-laki asal Indonesia
Q12523689,Vina Candrawati,Indonesian painter
Q12524306,Wawan Hanura,pemeran laki-laki asal Indonesia
Q12525287,Yosie Lucky,Indonesian singer
Q12525340,Yuke Sampurna,
Q15138874,J. Panglaykim,Indonesian writer
Q15138880,Salman Aditya,Indonesian writer and musician
Q15620237,Hikmat Tomet,politikus
Q15818088,Jenita Janet,penyanyi dangdut Indonesia
Q16138489,Q16138489,boxer
Q16163218,Adang Surahman,Indonesian academic
Q16163589,Michella Adlen,pemeran perempuan asal Indonesia
Q16163602,Adnil Farsal,
Q16166873,Ananda George,Indonesian actor
Q16166999,Axel Andaviar,
Q16167477,Annisa Pagih,"model, aktris, dan pembawa acara berita asal Indonesia"
Q16170028,Bambang Sutejo,Indonesian musician
Q16170044,Bambang Sutrisno,Indonesian musician
Q16171698,Salim Bungsu,pemeran laki-laki asal Indonesia
Q16172191,Cesa David Luckmansyah,penyunting film dan fotografer asal Indonesia
Q16172384,Chef Priscil,jurutama masak asal Indonesia
Q16172749,Frisca Clarissa,presenter berita
Q16173048,Dadang M. Nasser,
Q16174157,Dedi Kusnadi Thamim,
Q16175044,Djuanda Wijaya,
Q16175560,Eddy Kuntadi,Indonesian politician (born 1955)
Q16175934,Yuke Elvandari,Indonesian actress
Q16176259,Erry Firmansyah,
Q16176270,Erry Riyana Hardjapamekas,Politisi Indonesia
Q16176306,Erwin Morron,Indonesian singer
Q16176328,Erwin Sudjono,
Q16177097,Ferdians Setiadi,
Q16177246,Firman Gani,
Q16177310,Maman Firmansjah,
Q16180988,Hermansyah,Indonesian politician
Q16181020,Herry Dim,Indonesian painter
Q16183416,Ira Purnamasari,atlet judo asal Indonesia
Q16184032,Ivan Ahmad Riski Titus,
Q16184799,Jodie Rooseto,
Q16187526,Kamil Bahren Pasha,
Q16187593,Mila Karmila,pemeran perempuan asal Indonesia
Q16187789,Ki Daus,pemeran laki-laki asal Indonesia
Q16187846,Kin Aulia,Indonesian musician
Q16187866,Klaudia Yap,Indonesian singer
Q16188207,Lex Laksamana,politisi Indonesia
Q16188500,Maera,Indonesian singer
Q16188581,Malyda,penyanyi Indonesia
Q1717857,Sigit Pamungkas,badminton player
Q1962332,Herman Theodoor s'Jacob,
Q2671462,Jan Floris de Jongh,
Q3300180,G.H. 's-Gravesande,Dutch poet and literary critic (1882-1965)
Q12472112,Anggito Abimanyu,politisi Indonesia
Q12472453,Aries Fadhilah,
Q12472458,Arif Wachyunadi,
Q12475975,Bernika Irnadianis Ifada,jurnalis Indonesia
Q12481426,Dharma Nuckelar,Indonesian musician
Q12481547,Dina Anjani,aktris Indonesia
Q12485588,Herman Bernhard Leopold Mantiri,Indonesian diplomat
Q12486873,Ito Sumardi Ds,Perwira tinggi Kepolisian Negara Republik Indonesia
Q12487826,Jerry In't Veld,pemeran laki-laki asal Indonesia
Q12499357,Muhammad Farhan,presenter dan politisi asal Indonesia
Q12499811,Nada Soraya,Indonesian singer
Q12507699,Rahayu Effendi,pemeran perempuan asal Indonesia
Q25469775,Munawar Fuad Noeh,Indonesian politician (born 1970 in Bekasi)
Q25470538,Arief Fadhillah,pemeran laki-laki asal Indonesia
Q25470598,Daeng Muhammad,Indonesian politician
Q31174107,Ayat Cahyadi,politikus
Q49250627,Mahmud,
Q56399463,Muhammad Adhiyat,
Q61118980,Clevt,
Q65205197,Anisa Rahman,penyanyi asal Indonesia
Q65205200,Aqeela Calista,pemeran perempuan asal Indonesia
Q97306862,Mala Barbie,pemeran perempuan asal Indonesia
Q97307299,Indrayana,aktris Indonesia
Q105078120,Kemal Hendrayadi,Waaslat KASAD Bid. Renlat Ke-1; Jenderal TNI-AD; Tokoh dari kota bekasi
Q106879340,Egi Haw,pelawak tunggal Indonesia
Q107015042,Erika Ebisawa,YouTuber dan penyanyi asal Indonesia
Q107979944,Reinard Dhanriano,badminton player
Q109429968,Kathrina Irene,penyanyi Indonesia
Q110035300,Ikhsan Marzuki,Indonesian footballer
Q12470638,Aceng H.M. Fikri,
Q12484127,Ginanjar,aktor dan pelawak Indonesia
Q12485975,Husein Sastranegara,Pahlawan Revolusi Kemerdekaan
Q12514842,Silviana Puspita,Indonesian politician (born 1983 in Cianjur)
Q16169066,Shinta Rizky Aulia,pemeran perempuan asal Indonesia
Q17411591,Tjetjep Muchtar Soleh,Indonesian politician
Q19738996,Ratna Ayu Budhiarti,Sastrawan Indonesia
Q19745231,Wiranatakusumah VI,
Q19749237,Wira Tanu Datar VII,
Q20278541,Tarmin Hariadi,
Q25470401,Muntaram,
Q25471258,Mohammad Ali,
Q31173780,Deni Kurniawan As'ari,
Q31173939,Ali Ghazaly,
Q56392165,Tan Po Gwan,
Q56393648,Intan Sapta,pembawa acara dan model asal Indonesia
Q59847477,Moh. Wan Anwar,
Q61119096,Irvan Rivano Muchtar,
Q65210107,R.A. Danadibrata,
Q84452340,Allan Wangsa,
Q85993004,Muhammad Nur Rahmad,
Q85994900,Tatang Zaenudin,
Q97225301,Dudung Abdurahman,
Q97373899,Ncess Nabati,
Q97811469,Asep Jaya,Aktor Indonesia
Q98080765,Ahmad Yanuari Insan,Indonesian police officer
Q105007794,Agus Djunara,
Q106704659,Meli Nuryani,penyanyi Indonesia
Q107015014,Rachel Florencia,selebritas internet asal Indonesia
Q108004401,Willem Frans Lublink Weddik,Civil servant in the Netherlands Indies (1904-1944)
Q108006880,Anton Zola Lublink Weddik,Civil servant in the Netherlands Indies (1903-1933)
Q16601947,Endang Sukandar,politisi Indonesia
Q16741974,Hendra Heryana,
Q17410349,Adi Putra Darmawan Tahir,politisi Indonesia
Q17410387,Rasyid Qurnuen Aquary,
Q17410416,Ratmi B-29,aktris Indonesia
Q17410421,Rizky Bagja,Indonesian association football player
Q17410440,Tika Bisono,Indonesian singer
Q17410466,Chikita Ravenska Mamesah,penyanyi Indonesia
Q17410488,Dikdik Mulyana Arief Mansur,Indonesian politician (born 1955 in Bandung)
Q17410542,Coralie Gerard,Indonesian actress
Q17410637,Wina Juliana,Indonesian singer
Q17410671,Leo Lopulisa,Indonesian diplomat (1926-2009)
Q17410697,Rheina Maryana,pemeran perempuan asal Indonesia
Q17410715,Ismi Melinda,pemeran Indonesia
Q17410979,Ricca Rachim,pemeran perempuan asal Indonesia
Q17410984,Temmy Rahadi,pemeran laki-laki asal Indonesia
Q17411002,Jusuf Randy,
Q17411019,Renaldo Thompson,
Q17411030,Richard Christian Franklin Muttler,Indonesian musician
Q17411259,Sanny Saofit Sunendar,Penyanyi Indonesia
Q17411273,Soedjana Sapi'ie,Indonesian academic
Q17411290,Wicaksono Sarosa,
Q17411304,Matthew Sayersz,Indonesian singer
Q17411410,Soemarmo HS,
Q17411422,Sol Saleh,Indonesian comedian (1933-2002)
Q17411423,Nani Somanegara,Indonesian actress
Q17411441,Gita Sucia,Indonesian actress
Q17411584,Ricky Tjahyadi,Indonesian musician
Q17411644,Kemal Vivaveni,Indonesian television presenter
Q17411652,Ronni Waluya,penyanyi asal Indonesia
Q17411731,Ivan Yulivan,
Q17411735,Yunika,Indonesian singer
Q17411738,Yusnan Solihin,
Q17998029,Alwin Arifin,
Q17998201,Anne Rufaidah,perancang busana muslim asal Indonesia
Q17998246,Apandi Wiradiputra,
Q18016285,Sjuwke Kunst,Dutch draughtsperson
Q18421261,Cucu Sumantri,
Q18421335,Lynda Moymoy,Indonesian singer
Q18421364,Myrna Arifin,
Q18421391,Prastiwi Dwiarti,Indonesian actress
Q18421398,Rizky Kinos,
Q18421435,Ali Sudibyo,
Q19647434,Asep Wildan,
Q19666918,Dicky Natapradja,Indonesian rugby union player
Q19723670,Achmad Marzuki,Penjabat Gubernur Aceh
Q19723673,Tri Hanggono Achmad,"pegawai di Kementerian Riset, Teknologi, Dan Pendidikan Tinggi"
Q19723707,Kukuh Adirizky,Indonesian actor
Q19724073,Inong Ayu,aktris Indonesia
Q19724725,Christopher Abimanyu,Indonesian artist
Q19725321,Desi Albert Mamahit,Indonesian politician (born 1959 in Bandung)
Q19725662,Fajar Adriyanto,perwira tinggi dan penerbang tempur TNI AU
Q19726272,Sandy Harun,Indonesian actress
Q19726300,Sri Heviyana,Indonesian politician
Q19726463,Iceu Wong,Indonesian singer (1984-2015)
Q19726464,Yuniza Icha,pemeran perempuan asal Indonesia
Q19726620,Ivan Firmansyah,Indonesian singer (1978-2006)
Q19728506,Livy Andriany,pemeran perempuan asal Indonesia
Q19728927,Maruli Simanjuntak,
Q19729057,Mayang Yudittia,aktris dan penyanyi asal Indonesia
Q19729261,Moudyzanya Milanka,Indonesian actress
Q19729353,Laras Monca,Indonesian actress
Q19729617,Mayang Naomi,pemeran perempuan asal Indonesia
Q19729821,Nunung Dwi Cahyo,association football player (1993-)
Q19731579,Kiki Rizky,pemeran laki-laki asal Indonesia
Q19731732,Benny Ruswandi,pemeran laki-laki asal Indonesia
Q19740431,Soleh Solihun,komedian dan pemeran asal Indonesia
Q2194068,George Frank Victor Gosenson,
Q12472551,Arul Efansyah,Indonesian musician
Q12477391,Budiman Arifin,Bupati Bulungan
Q12482447,Emmy Labib,Indonesian singer
Q12482697,Fadjroel Rachman,Politikus dan dipolomat asal Indonesia
Q12488117,Juanita Wiratmaja,
Q12491586,Khairul Saleh,politisi Indonesia
Q12499369,Muhammad Mawardi,Indonesian politician (born 1962)
Q12521973,Tommy Kaganangan,pemeran laki-laki asal Indonesia
Q12522423,Tuah Pahoe,
Q12522945,Ujang Iskandar,Indonesian politician
Q12525329,Yudhi Wahyuni,walikota Banjarmasin ke-3 2005-2010
Q16162188,Abdul Djebar Hapip,
Q16162672,Abdurrahman,Indonesian judge (1949-2017)
Q16162962,Achmad Fedyani Saifuddin,pegawai di Universitas Indonesia (Antropologi)
Q16163334,Adhariani,Indonesian politician (born 1964 in Banjarmasin)
Q16164081,Agung Sabar Santoso,
Q16164482,Ahmad Athaillah,
Q16165271,Akhmad Gazali,
Q16166850,Ananda,Politisi Indonesia
Q16167850,Ardiansyah Parman,birokrat Indonesia
Q16168594,Asfihani,Indonesian politician (born 1961)
Q16168711,Asnawi Arbain,politisi Indonesia
Q16169672,Bahrudin Syarkawie,
Q16170604,Ben Brahim,
Q16176798,Faqih Jarjani,
Q16179094,Gusti Farid Hasan Aman,politisi Indonesia
Q16179110,Gusti Hasan Aman,
Q16179132,Gusti Iskandar Sukma Alamsyah,political candidate (DPR 2004 district: Kalsel I)
Q16179410,Hadin Muhjad,
Q16180162,Harun Nurasid,
Q16180339,Hasanuddin HM,aktivis Indonesia
Q16181682,Husni Nurin,
Q16182215,Idiannor Mahyudin,
Q16183524,Iriansyah,
Q16183908,Ismet Ahmad,politikus
Q16187735,Khairil Wahyuni,
Q16188685,Marius Widyarto,
Q16620495,Zuhaidir,Indonesian amateur wrestler
Q17410337,Abdul Halim,
Q17410426,Bambang Agus Margono,
Q17410478,Desmond Junaidi Mahesa,politisi Indonesia
Q17410487,Difriadi Darjat,wakil bupati Tanah Bumbu 2010–2015
Q17410757,Moldyansyah Kusnadi,Indonesian musician
